card_id,rank_corpus,verbo,verbo_base,tiempo_id,tiempo,regularidad_tarjeta,terminacion,pronominal,patrones,aplicable,yo,tu,el_ella_usted,nosotros,ellos_ellas_ustedes,nota
ponerse__imperfecto,69,ponerse,poner,imperfecto,Imperfecto,regular,er,sí,yo-go;pretérito_fuerte;futuro_irregular;imperativo_tú_irregular;pronominal,sí,me ponía,te ponías,se ponía,nos poníamos,se ponían,
ponerse__futuro,69,ponerse,poner,futuro,Futuro,irregular,er,sí,yo-go;pretérito_fuerte;futuro_irregular;imperativo_tú_irregular;pronominal,sí,me pondré,te pondrás,se pondrá,nos pondremos,se pondrán,
ponerse__condicional,69,ponerse,poner,condicional,Condicional,irregular,er,sí,yo-go;pretérito_fuerte;futuro_irregular;imperativo_tú_irregular;pronominal,sí,me pondría,te pondrías,se pondría,nos pondríamos,se pondrían,
ponerse__presente_subjuntivo,69,ponerse,poner,presente_subjuntivo,Presente de subjuntivo,irregular,er,sí,yo-go;pretérito_fuerte;futuro_irregular;imperativo_tú_irregular;pronominal,sí,me ponga,te pongas,se ponga,nos pongamos,se pongan,
ponerse__imperfecto_subjuntivo,69,ponerse,poner,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,er,sí,yo-go;pretérito_fuerte;futuro_irregular;imperativo_tú_irregular;pronominal,sí,me pusiera,te pusieras,se pusiera,nos pusiéramos,se pusieran,
ponerse__imperativo_afirmativo,69,ponerse,poner,imperativo_afirmativo,Imperativo afirmativo,irregular,er,sí,yo-go;pretérito_fuerte;futuro_irregular;imperativo_tú_irregular;pronominal,sí,,ponte,póngase,pongámonos,pónganse,
ponerse__imperativo_negativo,69,ponerse,poner,imperativo_negativo,Imperativo negativo,irregular,er,sí,yo-go;pretérito_fuerte;futuro_irregular;imperativo_tú_irregular;pronominal,sí,,no te pongas,no se ponga,no nos pongamos,no se pongan,
bajar__presente_indicativo,76,bajar,bajar,presente_indicativo,Presente,regular,ar,no,regular,sí,bajo,bajas,baja,bajamos,bajan,
bajar__preterito,76,bajar,bajar,preterito,Pretérito,regular,ar,no,regular,sí,bajé,bajaste,bajó,bajamos,bajaron,
bajar__imperfecto,76,bajar,bajar,imperfecto,Imperfecto,regular,ar,no,regular,sí,bajaba,bajabas,bajaba,bajábamos,bajaban,
bajar__futuro,76,bajar,bajar,futuro,Futuro,regular,ar,no,regular,sí,bajaré,bajarás,bajará,bajaremos,bajarán,
bajar__condicional,76,bajar,bajar,condicional,Condicional,regular,ar,no,regular,sí,bajaría,bajarías,bajaría,bajaríamos,bajarían,
bajar__presente_subjuntivo,76,bajar,bajar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,baje,bajes,baje,bajemos,bajen,
bajar__imperfecto_subjuntivo,76,bajar,bajar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,bajara,bajaras,bajara,bajáramos,bajaran,
bajar__imperativo_afirmativo,76,bajar,bajar,imperativo_afirmativo,Imperativo afirmativo,regular,ar,no,regular,sí,,baja,baje,bajemos,bajen,
bajar__imperativo_negativo,76,bajar,bajar,imperativo_negativo,Imperativo negativo,regular,ar,no,regular,sí,,no bajes,no baje,no bajemos,no bajen,
abrir__presente_indicativo,77,abrir,abrir,presente_indicativo,Presente,regular,ir,no,regular,sí,abro,abres,abre,abrimos,abren,
abrir__preterito,77,abrir,abrir,preterito,Pretérito,regular,ir,no,regular,sí,abrí,abriste,abrió,abrimos,abrieron,
abrir__imperfecto,77,abrir,abrir,imperfecto,Imperfecto,regular,ir,no,regular,sí,abría,abrías,abría,abríamos,abrían,
abrir__futuro,77,abrir,abrir,futuro,Futuro,regular,ir,no,regular,sí,abriré,abrirás,abrirá,abriremos,abrirán,
abrir__condicional,77,abrir,abrir,condicional,Condicional,regular,ir,no,regular,sí,abriría,abrirías,abriría,abriríamos,abrirían,
abrir__presente_subjuntivo,77,abrir,abrir,presente_subjuntivo,Presente de subjuntivo,regular,ir,no,regular,sí,abra,abras,abra,abramos,abran,
abrir__imperfecto_subjuntivo,77,abrir,abrir,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ir,no,regular,sí,abriera,abrieras,abriera,abriéramos,abrieran,
abrir__imperativo_afirmativo,77,abrir,abrir,imperativo_afirmativo,Imperativo afirmativo,regular,ir,no,regular,sí,,abre,abra,abramos,abran,
abrir__imperativo_negativo,77,abrir,abrir,imperativo_negativo,Imperativo negativo,regular,ir,no,regular,sí,,no abras,no abra,no abramos,no abran,
volver__presente_indicativo,80,volver,volver,presente_indicativo,Presente,irregular,er,no,o→ue,sí,vuelvo,vuelves,vuelve,volvemos,vuelven,
volver__preterito,80,volver,volver,preterito,Pretérito,regular,er,no,o→ue,sí,volví,volviste,volvió,volvimos,volvieron,
volver__imperfecto,80,volver,volver,imperfecto,Imperfecto,regular,er,no,o→ue,sí,volvía,volvías,volvía,volvíamos,volvían,
volver__futuro,80,volver,volver,futuro,Futuro,regular,er,no,o→ue,sí,volveré,volverás,volverá,volveremos,volverán,
volver__condicional,80,volver,volver,condicional,Condicional,regular,er,no,o→ue,sí,volvería,volverías,volvería,volveríamos,volverían,
volver__presente_subjuntivo,80,volver,volver,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,o→ue,sí,vuelva,vuelvas,vuelva,volvamos,vuelvan,
volver__imperfecto_subjuntivo,80,volver,volver,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,o→ue,sí,volviera,volvieras,volviera,volviéramos,volvieran,
volver__imperativo_afirmativo,80,volver,volver,imperativo_afirmativo,Imperativo afirmativo,irregular,er,no,o→ue,sí,,vuelve,vuelva,volvamos,vuelvan,
volver__imperativo_negativo,80,volver,volver,imperativo_negativo,Imperativo negativo,irregular,er,no,o→ue,sí,,no vuelvas,no vuelva,no volvamos,no vuelvan,
dormir__presente_indicativo,81,dormir,dormir,presente_indicativo,Presente,irregular,ir,no,o→ue;pretérito_3a_o→u,sí,duermo,duermes,duerme,dormimos,duermen,
dormir__preterito,81,dormir,dormir,preterito,Pretérito,irregular,ir,no,o→ue;pretérito_3a_o→u,sí,dormí,dormiste,durmió,dormimos,durmieron,
dormir__imperfecto,81,dormir,dormir,imperfecto,Imperfecto,regular,ir,no,o→ue;pretérito_3a_o→u,sí,dormía,dormías,dormía,dormíamos,dormían,
dormir__futuro,81,dormir,dormir,futuro,Futuro,regular,ir,no,o→ue;pretérito_3a_o→u,sí,dormiré,dormirás,dormirá,dormiremos,dormirán,
dormir__condicional,81,dormir,dormir,condicional,Condicional,regular,ir,no,o→ue;pretérito_3a_o→u,sí,dormiría,dormirías,dormiría,dormiríamos,dormirían,
dormir__presente_subjuntivo,81,dormir,dormir,presente_subjuntivo,Presente de subjuntivo,irregular,ir,no,o→ue;pretérito_3a_o→u,sí,duerma,duermas,duerma,durmamos,duerman,
dormir__imperfecto_subjuntivo,81,dormir,dormir,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,ir,no,o→ue;pretérito_3a_o→u,sí,durmiera,durmieras,durmiera,durmiéramos,durmieran,
dormir__imperativo_afirmativo,81,dormir,dormir,imperativo_afirmativo,Imperativo afirmativo,irregular,ir,no,o→ue;pretérito_3a_o→u,sí,,duerme,duerma,durmamos,duerman,
dormir__imperativo_negativo,81,dormir,dormir,imperativo_negativo,Imperativo negativo,irregular,ir,no,o→ue;pretérito_3a_o→u,sí,,no duermas,no duerma,no durmamos,no duerman,
caminar__presente_indicativo,82,caminar,caminar,presente_indicativo,Presente,regular,ar,no,regular,sí,camino,caminas,camina,caminamos,caminan,
caminar__preterito,82,caminar,caminar,preterito,Pretérito,regular,ar,no,regular,sí,caminé,caminaste,caminó,caminamos,caminaron,
caminar__imperfecto,82,caminar,caminar,imperfecto,Imperfecto,regular,ar,no,regular,sí,caminaba,caminabas,caminaba,caminábamos,caminaban,
caminar__futuro,82,caminar,caminar,futuro,Futuro,regular,ar,no,regular,sí,caminaré,caminarás,caminará,caminaremos,caminarán,
caminar__condicional,82,caminar,caminar,condicional,Condicional,regular,ar,no,regular,sí,caminaría,caminarías,caminaría,caminaríamos,caminarían,
caminar__presente_subjuntivo,82,caminar,caminar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,camine,camines,camine,caminemos,caminen,
caminar__imperfecto_subjuntivo,82,caminar,caminar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,caminara,caminaras,caminara,camináramos,caminaran,
caminar__imperativo_afirmativo,82,caminar,caminar,imperativo_afirmativo,Imperativo afirmativo,regular,ar,no,regular,sí,,camina,camine,caminemos,caminen,
caminar__imperativo_negativo,82,caminar,caminar,imperativo_negativo,Imperativo negativo,regular,ar,no,regular,sí,,no camines,no camine,no caminemos,no caminen,
meterse__presente_indicativo,84,meterse,meter,presente_indicativo,Presente,regular,er,sí,pronominal,sí,me meto,te metes,se mete,nos metemos,se meten,
meterse__preterito,84,meterse,meter,preterito,Pretérito,regular,er,sí,pronominal,sí,me metí,te metiste,se metió,nos metimos,se metieron,
meterse__imperfecto,84,meterse,meter,imperfecto,Imperfecto,regular,er,sí,pronominal,sí,me metía,te metías,se metía,nos metíamos,se metían,
meterse__futuro,84,meterse,meter,futuro,Futuro,regular,er,sí,pronominal,sí,me meteré,te meterás,se meterá,nos meteremos,se meterán,
meterse__condicional,84,meterse,meter,condicional,Condicional,regular,er,sí,pronominal,sí,me metería,te meterías,se metería,nos meteríamos,se meterían,
meterse__presente_subjuntivo,84,meterse,meter,presente_subjuntivo,Presente de subjuntivo,regular,er,sí,pronominal,sí,me meta,te metas,se meta,nos metamos,se metan,
meterse__imperfecto_subjuntivo,84,meterse,meter,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,sí,pronominal,sí,me metiera,te metieras,se metiera,nos metiéramos,se metieran,
meterse__imperativo_afirmativo,84,meterse,meter,imperativo_afirmativo,Imperativo afirmativo,regular,er,sí,pronominal,sí,,métete,métase,metámonos,métanse,
meterse__imperativo_negativo,84,meterse,meter,imperativo_negativo,Imperativo negativo,regular,er,sí,pronominal,sí,,no te metas,no se meta,no nos metamos,no se metan,
jugar__presente_indicativo,89,jugar,jugar,presente_indicativo,Presente,irregular,ar,no,u→ue;-gar,sí,juego,juegas,juega,jugamos,juegan,
jugar__preterito,89,jugar,jugar,preterito,Pretérito,ortografico,ar,no,u→ue;-gar,sí,jugué,jugaste,jugó,jugamos,jugaron,
jugar__imperfecto,89,jugar,jugar,imperfecto,Imperfecto,regular,ar,no,u→ue;-gar,sí,jugaba,jugabas,jugaba,jugábamos,jugaban,
jugar__futuro,89,jugar,jugar,futuro,Futuro,regular,ar,no,u→ue;-gar,sí,jugaré,jugarás,jugará,jugaremos,jugarán,
jugar__condicional,89,jugar,jugar,condicional,Condicional,regular,ar,no,u→ue;-gar,sí,jugaría,jugarías,jugaría,jugaríamos,jugarían,
jugar__presente_subjuntivo,89,jugar,jugar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,u→ue;-gar,sí,juegue,juegues,juegue,juguemos,jueguen,
jugar__imperfecto_subjuntivo,89,jugar,jugar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,u→ue;-gar,sí,jugara,jugaras,jugara,jugáramos,jugaran,
jugar__imperativo_afirmativo,89,jugar,jugar,imperativo_afirmativo,Imperativo afirmativo,irregular,ar,no,u→ue;-gar,sí,,juega,juegue,juguemos,jueguen,
jugar__imperativo_negativo,89,jugar,jugar,imperativo_negativo,Imperativo negativo,irregular,ar,no,u→ue;-gar,sí,,no juegues,no juegue,no juguemos,no jueguen,
estudiar__presente_indicativo,90,estudiar,estudiar,presente_indicativo,Presente,regular,ar,no,regular,sí,estudio,estudias,estudia,estudiamos,estudian,
estudiar__preterito,90,estudiar,estudiar,preterito,Pretérito,regular,ar,no,regular,sí,estudié,estudiaste,estudió,estudiamos,estudiaron,
estudiar__imperfecto,90,estudiar,estudiar,imperfecto,Imperfecto,regular,ar,no,regular,sí,estudiaba,estudiabas,estudiaba,estudiábamos,estudiaban,
estudiar__futuro,90,estudiar,estudiar,futuro,Futuro,regular,ar,no,regular,sí,estudiaré,estudiarás,estudiará,estudiaremos,estudiarán,
estudiar__condicional,90,estudiar,estudiar,condicional,Condicional,regular,ar,no,regular,sí,estudiaría,estudiarías,estudiaría,estudiaríamos,estudiarían,
estudiar__presente_subjuntivo,90,estudiar,estudiar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,estudie,estudies,estudie,estudiemos,estudien,
estudiar__imperfecto_subjuntivo,90,estudiar,estudiar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,estudiara,estudiaras,estudiara,estudiáramos,estudiaran,
estudiar__imperativo_afirmativo,90,estudiar,estudiar,imperativo_afirmativo,Imperativo afirmativo,regular,ar,no,regular,sí,,estudia,estudie,estudiemos,estudien,
estudiar__imperativo_negativo,90,estudiar,estudiar,imperativo_negativo,Imperativo negativo,regular,ar,no,regular,sí,,no estudies,no estudie,no estudiemos,no estudien,
encontrar__presente_indicativo,93,encontrar,encontrar,presente_indicativo,Presente,irregular,ar,no,o→ue,sí,encuentro,encuentras,encuentra,encontramos,encuentran,
encontrar__preterito,93,encontrar,encontrar,preterito,Pretérito,regular,ar,no,o→ue,sí,encontré,encontraste,encontró,encontramos,encontraron,
encontrar__imperfecto,93,encontrar,encontrar,imperfecto,Imperfecto,regular,ar,no,o→ue,sí,encontraba,encontrabas,encontraba,encontrábamos,encontraban,
encontrar__futuro,93,encontrar,encontrar,futuro,Futuro,regular,ar,no,o→ue,sí,encontraré,encontrarás,encontrará,encontraremos,encontrarán,
encontrar__condicional,93,encontrar,encontrar,condicional,Condicional,regular,ar,no,o→ue,sí,encontraría,encontrarías,encontraría,encontraríamos,encontrarían,
encontrar__presente_subjuntivo,93,encontrar,encontrar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,o→ue,sí,encuentre,encuentres,encuentre,encontremos,encuentren,
encontrar__imperfecto_subjuntivo,93,encontrar,encontrar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,o→ue,sí,encontrara,encontraras,encontrara,encontráramos,encontraran,
encontrar__imperativo_afirmativo,93,encontrar,encontrar,imperativo_afirmativo,Imperativo afirmativo,irregular,ar,no,o→ue,sí,,encuentra,encuentre,encontremos,encuentren,
encontrar__imperativo_negativo,93,encontrar,encontrar,imperativo_negativo,Imperativo negativo,irregular,ar,no,o→ue,sí,,no encuentres,no encuentre,no encontremos,no encuentren,
servir__presente_indicativo,95,servir,servir,presente_indicativo,Presente,irregular,ir,no,e→i;pretérito_3a_e→i,sí,sirvo,sirves,sirve,servimos,sirven,
servir__preterito,95,servir,servir,preterito,Pretérito,irregular,ir,no,e→i;pretérito_3a_e→i,sí,serví,serviste,sirvió,servimos,sirvieron,
servir__imperfecto,95,servir,servir,imperfecto,Imperfecto,regular,ir,no,e→i;pretérito_3a_e→i,sí,servía,servías,servía,servíamos,servían,
servir__futuro,95,servir,servir,futuro,Futuro,regular,ir,no,e→i;pretérito_3a_e→i,sí,serviré,servirás,servirá,serviremos,servirán,
servir__condicional,95,servir,servir,condicional,Condicional,regular,ir,no,e→i;pretérito_3a_e→i,sí,serviría,servirías,serviría,serviríamos,servirían,
servir__presente_subjuntivo,95,servir,servir,presente_subjuntivo,Presente de subjuntivo,irregular,ir,no,e→i;pretérito_3a_e→i,sí,sirva,sirvas,sirva,sirvamos,sirvan,
servir__imperfecto_subjuntivo,95,servir,servir,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,ir,no,e→i;pretérito_3a_e→i,sí,sirviera,sirvieras,sirviera,sirviéramos,sirvieran,
servir__imperativo_afirmativo,95,servir,servir,imperativo_afirmativo,Imperativo afirmativo,irregular,ir,no,e→i;pretérito_3a_e→i,sí,,sirve,sirva,sirvamos,sirvan,
servir__imperativo_negativo,95,servir,servir,imperativo_negativo,Imperativo negativo,irregular,ir,no,e→i;pretérito_3a_e→i,sí,,no sirvas,no sirva,no sirvamos,no sirvan,
sacar__presente_indicativo,98,sacar,sacar,presente_indicativo,Presente,regular,ar,no,-car,sí,saco,sacas,saca,sacamos,sacan,
sacar__preterito,98,sacar,sacar,preterito,Pretérito,ortografico,ar,no,-car,sí,saqué,sacaste,sacó,sacamos,sacaron,
sacar__imperfecto,98,sacar,sacar,imperfecto,Imperfecto,regular,ar,no,-car,sí,sacaba,sacabas,sacaba,sacábamos,sacaban,
sacar__futuro,98,sacar,sacar,futuro,Futuro,regular,ar,no,-car,sí,sacaré,sacarás,sacará,sacaremos,sacarán,
sacar__condicional,98,sacar,sacar,condicional,Condicional,regular,ar,no,-car,sí,sacaría,sacarías,sacaría,sacaríamos,sacarían,
sacar__presente_subjuntivo,98,sacar,sacar,presente_subjuntivo,Presente de subjuntivo,ortografico,ar,no,-car,sí,saque,saques,saque,saquemos,saquen,
sacar__imperfecto_subjuntivo,98,sacar,sacar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,-car,sí,sacara,sacaras,sacara,sacáramos,sacaran,
sacar__imperativo_afirmativo,98,sacar,sacar,imperativo_afirmativo,Imperativo afirmativo,ortografico,ar,no,-car,sí,,saca,saque,saquemos,saquen,
sacar__imperativo_negativo,98,sacar,sacar,imperativo_negativo,Imperativo negativo,ortografico,ar,no,-car,sí,,no saques,no saque,no saquemos,no saquen,
nacer__presente_indicativo,99,nacer,nacer,presente_indicativo,Presente,irregular,er,no,yo-zco,sí,nazco,naces,nace,nacemos,nacen,
nacer__preterito,99,nacer,nacer,preterito,Pretérito,regular,er,no,yo-zco,sí,nací,naciste,nació,nacimos,nacieron,
nacer__imperfecto,99,nacer,nacer,imperfecto,Imperfecto,regular,er,no,yo-zco,sí,nacía,nacías,nacía,nacíamos,nacían,
nacer__futuro,99,nacer,nacer,futuro,Futuro,regular,er,no,yo-zco,sí,naceré,nacerás,nacerá,naceremos,nacerán,
nacer__condicional,99,nacer,nacer,condicional,Condicional,regular,er,no,yo-zco,sí,nacería,nacerías,nacería,naceríamos,nacerían,
nacer__presente_subjuntivo,99,nacer,nacer,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,yo-zco,sí,nazca,nazcas,nazca,nazcamos,nazcan,
nacer__imperfecto_subjuntivo,99,nacer,nacer,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,yo-zco,sí,naciera,nacieras,naciera,naciéramos,nacieran,
nacer__imperativo_afirmativo,99,nacer,nacer,imperativo_afirmativo,Imperativo afirmativo,irregular,er,no,yo-zco,sí,,nace,nazca,nazcamos,nazcan,
nacer__imperativo_negativo,99,nacer,nacer,imperativo_negativo,Imperativo negativo,irregular,er,no,yo-zco,sí,,no nazcas,no nazca,no nazcamos,no nazcan,
perder__presente_indicativo,108,perder,perder,presente_indicativo,Presente,irregular,er,no,e→ie,sí,pierdo,pierdes,pierde,perdemos,pierden,
perder__preterito,108,perder,perder,preterito,Pretérito,regular,er,no,e→ie,sí,perdí,perdiste,perdió,perdimos,perdieron,
perder__imperfecto,108,perder,perder,imperfecto,Imperfecto,regular,er,no,e→ie,sí,perdía,perdías,perdía,perdíamos,perdían,
perder__futuro,108,perder,perder,futuro,Futuro,regular,er,no,e→ie,sí,perderé,perderás,perderá,perderemos,perderán,
perder__condicional,108,perder,perder,condicional,Condicional,regular,er,no,e→ie,sí,perdería,perderías,perdería,perderíamos,perderían,
perder__presente_subjuntivo,108,perder,perder,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,e→ie,sí,pierda,pierdas,pierda,perdamos,pierdan,
perder__imperfecto_subjuntivo,108,perder,perder,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,e→ie,sí,perdiera,perdieras,perdiera,perdiéramos,perdieran,
perder__imperativo_afirmativo,108,perder,perder,imperativo_afirmativo,Imperativo afirmativo,irregular,er,no,e→ie,sí,,pierde,pierda,perdamos,pierdan,
perder__imperativo_negativo,108,perder,perder,imperativo_negativo,Imperativo negativo,irregular,er,no,e→ie,sí,,no pierdas,no pierda,no perdamos,no pierdan,
acordarse__presente_indicativo,126,acordarse,acordar,presente_indicativo,Presente,irregular,ar,sí,pronominal,sí,me acuerdo,te acuerdas,se acuerda,nos acordamos,se acuerdan,
acordarse__preterito,126,acordarse,acordar,preterito,Pretérito,regular,ar,sí,pronominal,sí,me acordé,te acordaste,se acordó,nos acordamos,se acordaron,
acordarse__imperfecto,126,acordarse,acordar,imperfecto,Imperfecto,regular,ar,sí,pronominal,sí,me acordaba,te acordabas,se acordaba,nos acordábamos,se acordaban,
acordarse__futuro,126,acordarse,acordar,futuro,Futuro,regular,ar,sí,pronominal,sí,me acordaré,te acordarás,se acordará,nos acordaremos,se acordarán,
acordarse__condicional,126,acordarse,acordar,condicional,Condicional,regular,ar,sí,pronominal,sí,me acordaría,te acordarías,se acordaría,nos acordaríamos,se acordarían,
acordarse__presente_subjuntivo,126,acordarse,acordar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,sí,pronominal,sí,me acuerde,te acuerdes,se acuerde,nos acordemos,se acuerden,
acordarse__imperfecto_subjuntivo,126,acordarse,acordar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,sí,pronominal,sí,me acordara,te acordaras,se acordara,nos acordáramos,se acordaran,
acordarse__imperativo_afirmativo,126,acordarse,acordar,imperativo_afirmativo,Imperativo afirmativo,irregular,ar,sí,pronominal,sí,,acuérdate,acuérdese,acordémonos,acuérdense,
acordarse__imperativo_negativo,126,acordarse,acordar,imperativo_negativo,Imperativo negativo,irregular,ar,sí,pronominal,sí,,no te acuerdes,no se acuerde,no nos acordemos,no se acuerden,
cerrar__presente_indicativo,128,cerrar,cerrar,presente_indicativo,Presente,irregular,ar,no,e→ie,sí,cierro,cierras,cierra,cerramos,cierran,
cerrar__preterito,128,cerrar,cerrar,preterito,Pretérito,regular,ar,no,e→ie,sí,cerré,cerraste,cerró,cerramos,cerraron,
cerrar__imperfecto,128,cerrar,cerrar,imperfecto,Imperfecto,regular,ar,no,e→ie,sí,cerraba,cerrabas,cerraba,cerrábamos,cerraban,
cerrar__futuro,128,cerrar,cerrar,futuro,Futuro,regular,ar,no,e→ie,sí,cerraré,cerrarás,cerrará,cerraremos,cerrarán,
cerrar__condicional,128,cerrar,cerrar,condicional,Condicional,regular,ar,no,e→ie,sí,cerraría,cerrarías,cerraría,cerraríamos,cerrarían,
cerrar__presente_subjuntivo,128,cerrar,cerrar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,e→ie,sí,cierre,cierres,cierre,cerremos,cierren,
cerrar__imperfecto_subjuntivo,128,cerrar,cerrar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,e→ie,sí,cerrara,cerraras,cerrara,cerráramos,cerraran,
cerrar__imperativo_afirmativo,128,cerrar,cerrar,imperativo_afirmativo,Imperativo afirmativo,irregular,ar,no,e→ie,sí,,cierra,cierre,cerremos,cierren,
cerrar__imperativo_negativo,128,cerrar,cerrar,imperativo_negativo,Imperativo negativo,irregular,ar,no,e→ie,sí,,no cierres,no cierre,no cerremos,no cierren,
crecer__presente_indicativo,130,crecer,crecer,presente_indicativo,Presente,irregular,er,no,yo-zco,sí,crezco,creces,crece,crecemos,crecen,
crecer__preterito,130,crecer,crecer,preterito,Pretérito,regular,er,no,yo-zco,sí,crecí,creciste,creció,crecimos,crecieron,
crecer__imperfecto,130,crecer,crecer,imperfecto,Imperfecto,regular,er,no,yo-zco,sí,crecía,crecías,crecía,crecíamos,crecían,
crecer__futuro,130,crecer,crecer,futuro,Futuro,regular,er,no,yo-zco,sí,creceré,crecerás,crecerá,creceremos,crecerán,
crecer__condicional,130,crecer,crecer,condicional,Condicional,regular,er,no,yo-zco,sí,crecería,crecerías,crecería,creceríamos,crecerían,
crecer__presente_subjuntivo,130,crecer,crecer,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,yo-zco,sí,crezca,crezcas,crezca,crezcamos,crezcan,
crecer__imperfecto_subjuntivo,130,crecer,crecer,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,yo-zco,sí,creciera,crecieras,creciera,creciéramos,crecieran,
crecer__imperativo_afirmativo,130,crecer,crecer,imperativo_afirmativo,Imperativo afirmativo,irregular,er,no,yo-zco,sí,,crece,crezca,crezcamos,crezcan,
crecer__imperativo_negativo,130,crecer,crecer,imperativo_negativo,Imperativo negativo,irregular,er,no,yo-zco,sí,,no crezcas,no crezca,no crezcamos,no crezcan,
parecer__presente_indicativo,131,parecer,parecer,presente_indicativo,Presente,irregular,er,no,yo-zco,sí,parezco,pareces,parece,parecemos,parecen,
parecer__preterito,131,parecer,parecer,preterito,Pretérito,regular,er,no,yo-zco,sí,parecí,pareciste,pareció,parecimos,parecieron,
parecer__imperfecto,131,parecer,parecer,imperfecto,Imperfecto,regular,er,no,yo-zco,sí,parecía,parecías,parecía,parecíamos,parecían,
parecer__futuro,131,parecer,parecer,futuro,Futuro,regular,er,no,yo-zco,sí,pareceré,parecerás,parecerá,pareceremos,parecerán,
parecer__condicional,131,parecer,parecer,condicional,Condicional,regular,er,no,yo-zco,sí,parecería,parecerías,parecería,pareceríamos,parecerían,
parecer__presente_subjuntivo,131,parecer,parecer,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,yo-zco,sí,parezca,parezcas,parezca,parezcamos,parezcan,
parecer__imperfecto_subjuntivo,131,parecer,parecer,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,yo-zco,sí,pareciera,parecieras,pareciera,pareciéramos,parecieran,
parecer__imperativo_afirmativo,131,parecer,parecer,imperativo_afirmativo,Imperativo afirmativo,irregular,er,no,yo-zco,sí,,parece,parezca,parezcamos,parezcan,
parecer__imperativo_negativo,131,parecer,parecer,imperativo_negativo,Imperativo negativo,irregular,er,no,yo-zco,sí,,no parezcas,no parezca,no parezcamos,no parezcan,
medir__presente_indicativo,220,medir,medir,presente_indicativo,Presente,irregular,ir,no,e→i;pretérito_3a_e→i,sí,mido,mides,mide,medimos,miden,
medir__preterito,220,medir,medir,preterito,Pretérito,irregular,ir,no,e→i;pretérito_3a_e→i,sí,medí,mediste,midió,medimos,midieron,
medir__imperfecto,220,medir,medir,imperfecto,Imperfecto,regular,ir,no,e→i;pretérito_3a_e→i,sí,medía,medías,medía,medíamos,medían,
medir__futuro,220,medir,medir,futuro,Futuro,regular,ir,no,e→i;pretérito_3a_e→i,sí,mediré,medirás,medirá,mediremos,medirán,
medir__condicional,220,medir,medir,condicional,Condicional,regular,ir,no,e→i;pretérito_3a_e→i,sí,mediría,medirías,mediría,mediríamos,medirían,
medir__presente_subjuntivo,220,medir,medir,presente_subjuntivo,Presente de subjuntivo,irregular,ir,no,e→i;pretérito_3a_e→i,sí,mida,midas,mida,midamos,midan,
medir__imperfecto_subjuntivo,220,medir,medir,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,ir,no,e→i;pretérito_3a_e→i,sí,midiera,midieras,midiera,midiéramos,midieran,
medir__imperativo_afirmativo,220,medir,medir,imperativo_afirmativo,Imperativo afirmativo,irregular,ir,no,e→i;pretérito_3a_e→i,sí,,mide,mida,midamos,midan,
medir__imperativo_negativo,220,medir,medir,imperativo_negativo,Imperativo negativo,irregular,ir,no,e→i;pretérito_3a_e→i,sí,,no midas,no mida,no midamos,no midan,
conseguir__presente_indicativo,252,conseguir,conseguir,presente_indicativo,Presente,irregular,ir,no,e→i;-guir;pretérito_3a_e→i,sí,consigo,consigues,consigue,conseguimos,consiguen,
conseguir__preterito,252,conseguir,conseguir,preterito,Pretérito,irregular,ir,no,e→i;-guir;pretérito_3a_e→i,sí,conseguí,conseguiste,consiguió,conseguimos,consiguieron,
